n_sites,deployment_days_per_site,replicate,method,split,covs_rmse,psi_rmse,z_acc,time
100,56,2,NumPyro,test,0.29520811769595323,0.46261102,0.7,10.05111223179847
100,56,3,spOcc,train,0.7204600631927558,0.3113042709627801,0.8875,0.41395771596580744
100,56,3,spOcc,test,0.7204600631927558,0.4597810782297198,0.65,0.41395771596580744
100,56,3,Unmarked,train,0.44467578729310475,0.29846966314918283,0.8875,0.048314962070435286
100,56,3,Unmarked,test,0.44467578729310475,0.48654277048950567,0.65,0.048314962070435286
100,56,3,NumPyro,train,0.7125027891561523,0.3105851,0.8875,10.008104745764285
100,56,3,NumPyro,test,0.7125027891561523,0.46345124,0.65000004,10.008104745764285
100,56,4,spOcc,train,0.4419539961311375,0.3962604386676078,0.7375,0.3641989049501717
100,56,4,spOcc,test,0.4419539961311375,0.4614421109173745,0.75,0.3641989049501717
100,56,4,Unmarked,train,0.4713326758780689,0.39484841933656784,0.7375,0.04942187201231718
100,56,4,Unmarked,test,0.4713326758780689,0.4627477134373367,0.75,0.04942187201231718
100,56,4,NumPyro,train,0.4437253901683242,0.3964093,0.7375,9.467087560798973
100,56,4,NumPyro,test,0.4437253901683242,0.4626095,0.75,9.467087560798973
100,56,5,spOcc,train,0.2987441238146839,0.43425394510945114,0.725,0.3050599629059434
100,56,5,spOcc,test,0.2987441238146839,0.3725705944147983,0.8,0.3050599629059434
100,56,5,Unmarked,train,0.2963309145452371,0.4345697339976543,0.7,0.054576253052800894
100,56,5,Unmarked,test,0.2963309145452371,0.3580776546577987,0.8,0.054576253052800894
100,56,5,NumPyro,train,0.3060915436390713,0.4343117,0.71250004,9.616612317971885
100,56,5,NumPyro,test,0.3060915436390713,0.36847544,0.8,9.616612317971885
100,56,6,spOcc,train,0.35744736631611107,0.31904357490819474,0.8625,0.3878396921791136
100,56,6,spOcc,test,0.35744736631611107,0.3527057903017735,0.85,0.3878396921791136
100,56,6,Unmarked,train,0.3103433292033602,0.3164063045751037,0.8625,0.05542082292959094
100,56,6,Unmarked,test,0.3103433292033602,0.3445784383873879,0.85,0.05542082292959094
100,56,6,NumPyro,train,0.37472714156564507,0.3194556,0.8625,10.207246870733798
100,56,6,NumPyro,test,0.37472714156564507,0.3521811,0.85,10.207246870733798
100,56,7,spOcc,train,0.1137977116525428,0.49385572622680624,0.5875,0.4756360840983689
100,56,7,spOcc,test,0.1137977116525428,0.5240190740942321,0.3,0.4756360840983689
100,56,7,Unmarked,train,0.11293706838762102,0.4945123297141701,0.5875,0.050634401850402355
100,56,7,Unmarked,test,0.11293706838762102,0.5245654158201396,0.3,0.050634401850402355
100,56,7,NumPyro,train,0.11474816129739608,0.4938177,0.58750004,9.64000535896048
100,56,7,NumPyro,test,0.11474816129739608,0.52475774,0.3,9.64000535896048
100,56,8,spOcc,train,0.23896381807530215,0.3960656090002415,0.8,0.5689418069086969
100,56,8,spOcc,test,0.23896381807530215,0.3309390490835922,0.8,0.5689418069086969
100,56,8,Unmarked,train,0.2813889396043672,0.39677934105705887,0.8,0.06279537500813603
100,56,8,Unmarked,test,0.2813889396043672,0.339499421249416,0.8,0.06279537500813603
100,56,8,NumPyro,train,0.24641124607801437,0.39619395,0.8,9.587307057809085
100,56,8,NumPyro,test,0.24641124607801437,0.33451486,0.8,9.587307057809085
100,56,9,spOcc,train,0.29295397079282237,0.39912186275557854,0.775,0.320380387827754
100,56,9,spOcc,test,0.29295397079282237,0.3160795235984918,0.85,0.320380387827754
100,56,9,Unmarked,train,0.25847218596560584,0.3974327264338129,0.775,0.050550762098282576
100,56,9,Unmarked,test,0.25847218596560584,0.31597691831973873,0.85,0.050550762098282576
100,56,9,NumPyro,train,0.2788444892607702,0.39876127,0.77500004,9.587384060025215
100,56,9,NumPyro,test,0.2788444892607702,0.31597784,0.85,9.587384060025215
100,112,0,spOcc,train,0.31379758628910975,0.49186104178590306,0.6,0.7004370000213385
100,112,0,spOcc,test,0.31379758628910975,0.5097744503051863,0.45,0.7004370000213385
100,112,0,Unmarked,train,0.31797223006906894,0.49176357772228657,0.5875,0.05400739284232259
100,112,0,Unmarked,test,0.31797223006906894,0.5106931080365045,0.45,0.05400739284232259
100,112,0,NumPyro,train,0.3172768661296497,0.4918694,0.6,11.634295471943915
100,112,0,NumPyro,test,0.3172768661296497,0.5099441,0.45000002,11.634295471943915
100,112,1,spOcc,train,0.4164670408667833,0.4417510971730599,0.6875,0.8253019517287612
100,112,1,spOcc,test,0.4164670408667833,0.4848681672316704,0.6,0.8253019517287612
100,112,1,Unmarked,train,0.4588869723152697,0.44141561432186943,0.6875,0.06861556600779295
100,112,1,Unmarked,test,0.4588869723152697,0.49287606738494477,0.6,0.06861556600779295
100,112,1,NumPyro,train,0.413616715092286,0.44184867,0.6875,10.118790508247912
100,112,1,NumPyro,test,0.413616715092286,0.48894328,0.6,10.118790508247912
100,112,2,spOcc,train,0.4788434043660705,0.44251412446480864,0.725,0.6913625602610409
100,112,2,spOcc,test,0.4788434043660705,0.46270005387641966,0.65,0.6913625602610409
100,112,2,Unmarked,train,0.3742232859799105,0.45069422517023283,0.7125,0.06918585672974586
100,112,2,Unmarked,test,0.3742232859799105,0.46824325735118805,0.65,0.06918585672974586
100,112,2,NumPyro,train,0.4636692731077341,0.44304216,0.725,10.079725750721991
100,112,2,NumPyro,test,0.4636692731077341,0.46306434,0.6,10.079725750721991
100,112,3,spOcc,train,0.5066907425249865,0.2977096792037865,0.875,0.7692786799743772
100,112,3,spOcc,test,0.5066907425249865,0.4661880321233003,0.6,0.7692786799743772
100,112,3,Unmarked,train,0.4117762152610694,0.2916878645287619,0.8875,0.07515518879517913
100,112,3,Unmarked,test,0.4117762152610694,0.48052070212201603,0.65,0.07515518879517913
100,112,3,NumPyro,train,0.49831858748130387,0.29693532,0.875,10.386780811008066
100,112,3,NumPyro,test,0.49831858748130387,0.47192615,0.6,10.386780811008066
100,112,4,spOcc,train,0.48319263915409927,0.39557030885906524,0.775,0.6339652170427144
100,112,4,spOcc,test,0.48319263915409927,0.46684671912133735,0.7,0.6339652170427144
100,112,4,Unmarked,train,0.5053609994478163,0.3936038197979428,0.775,0.07397860893979669
100,112,4,Unmarked,test,0.5053609994478163,0.46771406157145395,0.7,0.07397860893979669
100,112,4,NumPyro,train,0.4795450324056087,0.39543584,0.77500004,10.097185341641307
100,112,4,NumPyro,test,0.4795450324056087,0.46659645,0.7,10.097185341641307
100,112,5,spOcc,train,0.23127593452902584,0.4344082355548008,0.7125,0.617118963971734
100,112,5,spOcc,test,0.23127593452902584,0.3702970931729457,0.8,0.617118963971734
100,112,5,Unmarked,train,0.22215267022718435,0.4336525427615375,0.725,0.06856880709528923
100,112,5,Unmarked,test,0.22215267022718435,0.36609784368938536,0.8,0.06856880709528923
100,112,5,NumPyro,train,0.23835843366724174,0.43435967,0.71250004,10.250880375038832
100,112,5,NumPyro,test,0.23835843366724174,0.36942926,0.8,10.250880375038832
100,112,6,spOcc,train,0.3694556859009133,0.3191840132280853,0.8625,0.6862899018451571
100,112,6,spOcc,test,0.3694556859009133,0.35247392284910123,0.85,0.6862899018451571
100,112,6,Unmarked,train,0.22415811647336054,0.3165463414010938,0.8625,0.07166341925039887
100,112,6,Unmarked,test,0.22415811647336054,0.34599470006429217,0.85,0.07166341925039887
100,112,6,NumPyro,train,0.3876001743340345,0.31942916,0.8625,9.860144989099354
100,112,6,NumPyro,test,0.3876001743340345,0.3525356,0.85,9.860144989099354
100,112,7,spOcc,train,0.28327525845466306,0.4934199784364113,0.6,0.5942373401485384
100,112,7,spOcc,test,0.28327525845466306,0.5170272861995157,0.4,0.5942373401485384
100,112,7,Unmarked,train,0.2939717681608422,0.4936135300050929,0.6125,0.07321799779310822
100,112,7,Unmarked,test,0.2939717681608422,0.5179425358644942,0.4,0.07321799779310822
100,112,7,NumPyro,train,0.279108647157921,0.4934358,0.6,10.114404457155615
100,112,7,NumPyro,test,0.279108647157921,0.5171316,0.4,10.114404457155615
100,112,8,spOcc,train,0.322607322592051,0.36992714379957525,0.7875,0.7754705571569502
100,112,8,spOcc,test,0.322607322592051,0.5322706182597189,0.55,0.7754705571569502
100,112,8,Unmarked,train,0.493831378517618,0.37482048297108855,0.775,0.07114557782188058
100,112,8,Unmarked,test,0.493831378517618,0.5662522294970854,0.55,0.07114557782188058
100,112,8,NumPyro,train,0.3142648936178478,0.36983755,0.8,10.084938642103225
100,112,8,NumPyro,test,0.3142648936178478,0.5360968,0.55,10.084938642103225
100,112,9,spOcc,train,0.25906944165274975,0.3987852421133988,0.775,0.5050994288176298
100,112,9,spOcc,test,0.25906944165274975,0.3163836917010529,0.85,0.5050994288176298
100,112,9,Unmarked,train,0.24129954823438748,0.39744212546523194,0.775,0.06837492669001222
100,112,9,Unmarked,test,0.24129954823438748,0.31604245212733467,0.85,0.06837492669001222
100,112,9,NumPyro,train,0.26612273930981667,0.3988462,0.77500004,9.616262294817716
100,112,9,NumPyro,test,0.26612273930981667,0.31592554,0.85,9.616262294817716
100,365,0,spOcc,train,0.31507340685598634,0.4918364116288567,0.5875,1.7865844671614468
100,365,0,spOcc,test,0.31507340685598634,0.5091884689315889,0.45,1.7865844671614468
100,365,0,Unmarked,train,0.3079933606703799,0.4917638912230864,0.5875,0.14794575795531273
100,365,0,Unmarked,test,0.3079933606703799,0.5107009793456775,0.45,0.14794575795531273
100,365,0,NumPyro,train,0.3049702793126663,0.49183878,0.6,12.144132570363581
100,365,0,NumPyro,test,0.3049702793126663,0.50986564,0.45000002,12.144132570363581
100,365,1,spOcc,train,0.3500349932246849,0.44088571287254935,0.675,1.9995193453505635
100,365,1,spOcc,test,0.3500349932246849,0.4689243865321565,0.65,1.9995193453505635
100,365,1,Unmarked,train,0.39131684539482087,0.4435694708457139,0.6875,0.17393259471282363
100,365,1,Unmarked,test,0.39131684539482087,0.44826436500514166,0.75,0.17393259471282363
100,365,1,NumPyro,train,0.36303131709353126,0.4409692,0.675,10.135418720077723
100,365,1,NumPyro,test,0.36303131709353126,0.47155887,0.65000004,10.135418720077723
100,365,2,spOcc,train,0.37965265368673917,0.44146735941932047,0.6875,2.125651640817523
100,365,2,spOcc,test,0.37965265368673917,0.45991463900747326,0.55,2.125651640817523
100,365,2,Unmarked,train,0.4194542662655269,0.4412837354514099,0.6875,0.16980199422687292
100,365,2,Unmarked,test,0.4194542662655269,0.4610898060867672,0.55,0.16980199422687292
100,365,2,NumPyro,train,0.37508620012274263,0.4416086,0.6875,10.497488288674504
100,365,2,NumPyro,test,0.37508620012274263,0.4598551,0.55,10.497488288674504
100,365,3,spOcc,train,0.5179596757236239,0.2978497058030076,0.875,2.2450926061719656
100,365,3,spOcc,test,0.5179596757236239,0.46738299301715797,0.6,2.2450926061719656
100,365,3,Unmarked,train,0.21339757457546735,0.3238066299736342,0.8625,0.17289006523787975
100,365,3,Unmarked,test,0.21339757457546735,0.4291817677863491,0.75,0.17289006523787975
100,365,3,NumPyro,train,0.5001271308060844,0.29708442,0.875,10.537674014922231
100,365,3,NumPyro,test,0.5001271308060844,0.47171727,0.6,10.537674014922231
100,365,4,spOcc,train,0.4834361144353995,0.39466816065746446,0.775,1.8567867558449507
100,365,4,spOcc,test,0.4834361144353995,0.465336387311376,0.7,1.8567867558449507
100,365,4,Unmarked,train,0.4473544611416446,0.3980442798613108,0.7375,0.1790250982157886
100,365,4,Unmarked,test,0.4473544611416446,0.46446810542805717,0.75,0.1790250982157886
100,365,4,NumPyro,train,0.48231224624378716,0.39525515,0.77500004,9.995099948253483
100,365,4,NumPyro,test,0.48231224624378716,0.46703827,0.7,9.995099948253483
100,365,5,spOcc,train,0.19370362402103744,0.4342018023907837,0.725,1.3446791148744524
100,365,5,spOcc,test,0.19370362402103744,0.3725519253181723,0.8,1.3446791148744524
100,365,5,Unmarked,train,0.3543398608374149,0.4361110465815741,0.725,0.15943512180820107
100,365,5,Unmarked,test,0.3543398608374149,0.38699809240104915,0.8,0.15943512180820107
100,365,5,NumPyro,train,0.1949222312033359,0.43418765,0.725,10.799574655015022
100,365,5,NumPyro,test,0.1949222312033359,0.3694889,0.8,10.799574655015022
100,365,6,spOcc,train,0.35726293129516457,0.31881442021392387,0.8625,2.1198060517199337
100,365,6,spOcc,test,0.35726293129516457,0.3522572208486774,0.85,2.1198060517199337
100,365,6,Unmarked,train,0.3222755769835181,0.31642130597000145,0.8625,0.17231827601790428
100,365,6,Unmarked,test,0.3222755769835181,0.34498742266300325,0.85,0.17231827601790428
100,365,6,NumPyro,train,0.3781320971274451,0.31919506,0.8625,10.17415220523253
100,365,6,NumPyro,test,0.3781320971274451,0.35227516,0.85,10.17415220523253
100,365,7,spOcc,train,0.06850449955383918,0.49346063224777076,0.6,1.7180749578401446
100,365,7,spOcc,test,0.06850449955383918,0.5161823995636415,0.4,1.7180749578401446
100,365,7,Unmarked,train,0.3612539732341184,0.5121374526838968,0.4875,0.17059118580073118
100,365,7,Unmarked,test,0.3612539732341184,0.5385777603876399,0.35,0.17059118580073118
100,365,7,NumPyro,train,0.06507480507065619,0.49346134,0.6,10.00217435322702
100,365,7,NumPyro,test,0.06507480507065619,0.5162724,0.3,10.00217435322702
100,365,8,spOcc,train,0.2983004388841712,0.38388844182962256,0.7875,1.995517154224217
100,365,8,spOcc,test,0.2983004388841712,0.30664373836800385,0.85,1.995517154224217
100,365,8,Unmarked,train,0.4996628621333138,0.3914481927525826,0.775,0.1751790069974959
100,365,8,Unmarked,test,0.4996628621333138,0.3272865341133822,0.85,0.1751790069974959
100,365,8,NumPyro,train,0.3109261821612403,0.38385123,0.7875,10.696998714935035
100,365,8,NumPyro,test,0.3109261821612403,0.3041717,0.85,10.696998714935035
100,365,9,spOcc,train,0.2543627353098499,0.39861090296314905,0.775,1.414553390815854
100,365,9,spOcc,test,0.2543627353098499,0.3157954894301434,0.85,1.414553390815854
100,365,9,Unmarked,train,0.2391074499045655,0.39741727784432795,0.775,0.17325889691710472
100,365,9,Unmarked,test,0.2391074499045655,0.3157463185634713,0.85,0.17325889691710472
100,365,9,NumPyro,train,0.26168559042979755,0.39875624,0.77500004,10.13741346821189
100,365,9,NumPyro,test,0.26168559042979755,0.31613737,0.85,10.13741346821189
500,28,0,spOcc,train,0.1243656088251416,0.47022119192317835,0.63,0.9812291162088513
500,28,0,spOcc,test,0.1243656088251416,0.49126617422310676,0.56,0.9812291162088513
500,28,0,Unmarked,train,0.12378945442551986,0.4702667396367727,0.635,0.09894723584875464
500,28,0,Unmarked,test,0.12378945442551986,0.4913752839654964,0.56,0.09894723584875464
500,28,0,NumPyro,train,0.12244007923455374,0.4702357,0.635,13.76693180995062
500,28,0,NumPyro,test,0.12244007923455374,0.4913431,0.55,13.76693180995062
500,28,1,spOcc,train,0.23268048820458553,0.4665963812575816,0.6275,0.9769098958931863
500,28,1,spOcc,test,0.23268048820458553,0.4599706735407924,0.68,0.9769098958931863
500,28,1,Unmarked,train,0.23141396085987026,0.46660532480722383,0.625,0.09763832669705153
500,28,1,Unmarked,test,0.23141396085987026,0.4599554902070921,0.67,0.09763832669705153
500,28,1,NumPyro,train,0.23774565474001305,0.46675587,0.625,9.84950432088226
500,28,1,NumPyro,test,0.23774565474001305,0.4601285,0.68,9.84950432088226
500,28,2,spOcc,train,0.15136259691536397,0.47682513924593045,0.6225,0.9598777731880546
500,28,2,spOcc,test,0.15136259691536397,0.4882703811414837,0.63,0.9598777731880546
500,28,2,Unmarked,train,0.1517201282556638,0.4768460619241436,0.6225,0.09214924508705735
500,28,2,Unmarked,test,0.1517201282556638,0.48834828833390714,0.63,0.09214924508705735
500,28,2,NumPyro,train,0.15350728362176946,0.47682565,0.62,9.332187830936164
500,28,2,NumPyro,test,0.15350728362176946,0.48839796,0.63,9.332187830936164
500,28,3,spOcc,train,0.3517699303695673,0.3191515386753411,0.845,1.2741229101084173
500,28,3,spOcc,test,0.3517699303695673,0.3638654344148225,0.8,1.2741229101084173
500,28,3,Unmarked,train,0.0796792251417601,0.3176565833251378,0.8475,0.1967832138761878
500,28,3,Unmarked,test,0.0796792251417601,0.369010735030666,0.8,0.1967832138761878
500,28,3,NumPyro,train,0.3256011931154214,0.31901303,0.84749997,10.687789807096124
500,28,3,NumPyro,test,0.3256011931154214,0.3646768,0.79999995,10.687789807096124
500,28,4,spOcc,train,0.2661196341513612,0.4066452666389189,0.785,0.9183516739867628
500,28,4,spOcc,test,0.2661196341513612,0.36491366398554287,0.79,0.9183516739867628
500,28,4,Unmarked,train,0.2789383533106331,0.4065034366297999,0.785,0.1136979409493506
500,28,4,Unmarked,test,0.2789383533106331,0.3642508699529546,0.79,0.1136979409493506
500,28,4,NumPyro,train,0.2668508176541215,0.4067267,0.78499997,9.846977978013456
500,28,4,NumPyro,test,0.2668508176541215,0.36484712,0.78999996,9.846977978013456
500,28,5,spOcc,train,0.13235476214838582,0.4078036912676833,0.76,0.7726978142745793
500,28,5,spOcc,test,0.13235476214838582,0.43351919785664594,0.69,0.7726978142745793
500,28,5,Unmarked,train,0.13595863924912832,0.40768423881958255,0.755,0.09447808703407645
500,28,5,Unmarked,test,0.13595863924912832,0.4342898830231816,0.7,0.09447808703407645
500,28,5,NumPyro,train,0.12741808544202377,0.4076601,0.76,9.780193631071597
500,28,5,NumPyro,test,0.12741808544202377,0.43334597,0.7,9.780193631071597
500,28,6,spOcc,train,0.46566796066257626,0.3492768801625726,0.825,1.0545176439918578
500,28,6,spOcc,test,0.46566796066257626,0.35754800348028326,0.78,1.0545176439918578
500,28,6,Unmarked,train,0.36524126500001214,0.3484125014121133,0.825,0.09539064625278115
500,28,6,Unmarked,test,0.36524126500001214,0.35669010495350967,0.8,0.09539064625278115
500,28,6,NumPyro,train,0.4664701188625514,0.3491905,0.825,10.45837331423536
500,28,6,NumPyro,test,0.4664701188625514,0.35707495,0.78,10.45837331423536
500,28,7,spOcc,train,0.11863935339355242,0.49274418406845105,0.5825,0.9254730888642371
500,28,7,spOcc,test,0.11863935339355242,0.5007716164748193,0.51,0.9254730888642371
500,28,7,Unmarked,train,0.11913971658790552,0.49275178738603914,0.59,0.09692112682387233
500,28,7,Unmarked,test,0.11913971658790552,0.500939147651971,0.52,0.09692112682387233
500,28,7,NumPyro,train,0.11655856695882887,0.49289146,0.5725,9.935198660939932
500,28,7,NumPyro,test,0.11655856695882887,0.5011995,0.48999998,9.935198660939932
500,28,8,spOcc,train,0.11321060643434455,0.3828227789910302,0.785,1.2497370019555092
500,28,8,spOcc,test,0.11321060643434455,0.44142980398189147,0.72,1.2497370019555092
500,28,8,Unmarked,train,0.10602466683861163,0.38270226324265993,0.785,0.08190253330394626
500,28,8,Unmarked,test,0.10602466683861163,0.4417647852983487,0.72,0.08190253330394626
500,28,8,NumPyro,train,0.12161114695924959,0.38291264,0.78499997,9.710682639852166
500,28,8,NumPyro,test,0.12161114695924959,0.44152096,0.71999997,9.710682639852166
500,28,9,spOcc,train,0.3395335002306929,0.352343246441466,0.835,0.785797371994704
500,28,9,spOcc,test,0.3395335002306929,0.36539521067315506,0.81,0.785797371994704
500,28,9,Unmarked,train,0.3979432240799755,0.3521113572917533,0.835,0.09524377714842558
500,28,9,Unmarked,test,0.3979432240799755,0.36622683985349885,0.81,0.09524377714842558
500,28,9,NumPyro,train,0.3423454099720943,0.352314,0.835,9.80470568779856
500,28,9,NumPyro,test,0.3423454099720943,0.36558318,0.81,9.80470568779856
500,56,0,spOcc,train,0.09725696027145006,0.4699466093904964,0.625,1.6381283649243414
500,56,0,spOcc,test,0.09725696027145006,0.4908388359932472,0.56,1.6381283649243414
500,56,0,Unmarked,train,0.10580940723726266,0.4699295355740589,0.625,0.14325813110917807
500,56,0,Unmarked,test,0.10580940723726266,0.49097557128551017,0.57,0.14325813110917807
500,56,0,NumPyro,train,0.09725474606655117,0.46994165,0.625,11.377260409295559
500,56,0,NumPyro,test,0.09725474606655117,0.49081197,0.56,11.377260409295559
500,56,1,spOcc,train,0.14291470424559766,0.4622142712520095,0.6625,1.7770973267033696
500,56,1,spOcc,test,0.14291470424559766,0.4531592457143912,0.74,1.7770973267033696
500,56,1,Unmarked,train,0.14319382788316526,0.46210858118022435,0.6575,0.1445283410139382
500,56,1,Unmarked,test,0.14319382788316526,0.45271782475822614,0.73,0.1445283410139382
500,56,1,NumPyro,train,0.14206209320776472,0.46217924,0.655,9.947199906222522
500,56,1,NumPyro,test,0.14206209320776472,0.45277286,0.72999996,9.947199906222522
500,56,2,spOcc,train,0.04875709623387694,0.45282131979398743,0.6925,1.8831458603963256
500,56,2,spOcc,test,0.04875709623387694,0.4460484747026281,0.69,1.8831458603963256
500,56,2,Unmarked,train,0.04943334457460341,0.45287862902134995,0.6925,0.13604006869718432
500,56,2,Unmarked,test,0.04943334457460341,0.4460540337807499,0.69,0.13604006869718432
500,56,2,NumPyro,train,0.04796577088972606,0.45281178,0.6925,9.794594826176763
500,56,2,NumPyro,test,0.04796577088972606,0.4460913,0.69,9.794594826176763
500,56,3,spOcc,train,0.1249280056944306,0.317198614286647,0.835,2.2315418431535363
500,56,3,spOcc,test,0.1249280056944306,0.36578968082732527,0.8,2.2315418431535363
500,56,3,Unmarked,train,0.0568787758824184,0.31702681270330485,0.8375,0.14549883222207427
500,56,3,Unmarked,test,0.0568787758824184,0.3685794451910145,0.8,0.14549883222207427
500,56,3,NumPyro,train,0.14173143027141727,0.3171959,0.8375,10.38212398858741
500,56,3,NumPyro,test,0.14173143027141727,0.3658344,0.79999995,10.38212398858741
500,56,4,spOcc,train,0.17618458134220608,0.4068376713768408,0.7775,1.6893605086952448
500,56,4,spOcc,test,0.17618458134220608,0.3652876504495468,0.81,1.6893605086952448
500,56,4,Unmarked,train,0.17381364378657416,0.40663881657511775,0.7775,0.1440238617360592
500,56,4,Unmarked,test,0.17381364378657416,0.36438788460066873,0.81,0.1440238617360592
500,56,4,NumPyro,train,0.1771803660452823,0.40685385,0.7775,9.84478886704892
500,56,4,NumPyro,test,0.1771803660452823,0.36509466,0.81,9.84478886704892
500,56,5,spOcc,train,0.12999285608171804,0.4070075185246592,0.7575,1.2340567987412214
500,56,5,spOcc,test,0.12999285608171804,0.43446096088905545,0.7,1.2340567987412214
500,56,5,Unmarked,train,0.1368332104971644,0.40696865152507333,0.76,0.14681387227028608
500,56,5,Unmarked,test,0.1368332104971644,0.43482950084786404,0.7,0.14681387227028608
500,56,5,NumPyro,train,0.1307664917639941,0.40697125,0.76,9.988778101745993
500,56,5,NumPyro,test,0.1307664917639941,0.43444982,0.71,9.988778101745993
500,56,6,spOcc,train,0.2683627581126539,0.348184508284759,0.8275,1.7951586642302573
500,56,6,spOcc,test,0.2683627581126539,0.35603896082019754,0.8,1.7951586642302573
500,56,6,Unmarked,train,0.10404915569295985,0.3490003295296936,0.825,0.15121822385117412
500,56,6,Unmarked,test,0.10404915569295985,0.35975620715019185,0.78,0.15121822385117412
500,56,6,NumPyro,train,0.27961893579513425,0.34821075,0.825,9.887064475100487
500,56,6,NumPyro,test,0.27961893579513425,0.3561894,0.78999996,9.887064475100487
500,56,7,spOcc,train,0.12402151168701266,0.492098452803884,0.575,1.5214055660180748
500,56,7,spOcc,test,0.12402151168701266,0.5026336682624677,0.53,1.5214055660180748
500,56,7,Unmarked,train,0.12400924286933415,0.4920864993842122,0.5775,0.1432521720416844
500,56,7,Unmarked,test,0.12400924286933415,0.5028267840033377,0.53,0.1432521720416844
500,56,7,NumPyro,train,0.12149231613546455,0.49208724,0.575,9.673084015026689
500,56,7,NumPyro,test,0.12149231613546455,0.5028014,0.53,9.673084015026689
500,56,8,spOcc,train,0.1049210194932718,0.431286190590299,0.725,2.0423235818743706
500,56,8,spOcc,test,0.1049210194932718,0.43410431178935655,0.71,2.0423235818743706
500,56,8,Unmarked,train,0.10478760868728279,0.4312411899649537,0.725,0.13525524968281388
500,56,8,Unmarked,test,0.10478760868728279,0.4340937101887197,0.71,0.13525524968281388
500,56,8,NumPyro,train,0.10519362942986211,0.43129328,0.72499996,9.847306697629392
500,56,8,NumPyro,test,0.10519362942986211,0.4337068,0.71,9.847306697629392
500,56,9,spOcc,train,0.31886393987176176,0.3524865404124355,0.83,1.2661468549631536
500,56,9,spOcc,test,0.31886393987176176,0.3647862520436117,0.81,1.2661468549631536
500,56,9,Unmarked,train,0.37444485061348504,0.3522301819746485,0.8325,0.1535139949992299
500,56,9,Unmarked,test,0.37444485061348504,0.36542663105290185,0.81,0.1535139949992299
500,56,9,NumPyro,train,0.32328311566660084,0.3524969,0.83,10.493496032897383
500,56,9,NumPyro,test,0.32328311566660084,0.36499652,0.81,10.493496032897383
500,112,0,spOcc,train,0.10374081596650434,0.46990345724707394,0.6175,2.955293248873204
500,112,0,spOcc,test,0.10374081596650434,0.4906426590357813,0.57,2.955293248873204
500,112,0,Unmarked,train,0.1044931268253914,0.47012980412980376,0.6275,0.24462919170036912
500,112,0,Unmarked,test,0.1044931268253914,0.49137992928549146,0.55,0.24462919170036912
500,112,0,NumPyro,train,0.103526458157974,0.46990424,0.62,11.64723939402029
500,112,0,NumPyro,test,0.103526458157974,0.4908303,0.56,11.64723939402029
500,112,1,spOcc,train,0.06559530465904005,0.4613098716031007,0.6575,3.1696075880900025
500,112,1,spOcc,test,0.06559530465904005,0.4513003399141384,0.72,3.1696075880900025
500,112,1,Unmarked,train,0.06123968051000534,0.46146055663077323,0.6575,0.2497310140170157
500,112,1,Unmarked,test,0.06123968051000534,0.45158741244031947,0.71,0.2497310140170157
500,112,1,NumPyro,train,0.06664396297901096,0.4612806,0.65749997,10.445494682062417
500,112,1,NumPyro,test,0.06664396297901096,0.45110387,0.71999997,10.445494682062417
500,112,2,spOcc,train,0.07492709904058248,0.41992437900344576,0.7325,3.7264955299906433
500,112,2,spOcc,test,0.07492709904058248,0.43920715725857895,0.71,3.7264955299906433
500,112,2,Unmarked,train,0.10624717879159541,0.42010759680647136,0.7325,0.24761424493044615
500,112,2,Unmarked,test,0.10624717879159541,0.4389215966080485,0.71,0.24761424493044615
500,112,2,NumPyro,train,0.07494405777902938,0.41992915,0.72999996,10.303943525068462
500,112,2,NumPyro,test,0.07494405777902938,0.43890122,0.71,10.303943525068462
500,112,3,spOcc,train,0.08242988195603103,0.316870913439012,0.8375,3.7070101499557495
500,112,3,spOcc,test,0.08242988195603103,0.3666909490999723,0.8,3.7070101499557495
500,112,3,Unmarked,train,0.1852774215672819,0.3190998781857793,0.8525,0.23991016298532486
500,112,3,Unmarked,test,0.1852774215672819,0.36667100978945777,0.83,0.23991016298532486
500,112,3,NumPyro,train,0.08025426977834148,0.3168525,0.84,10.983206086792052
500,112,3,NumPyro,test,0.08025426977834148,0.3672118,0.79999995,10.983206086792052
500,112,4,spOcc,train,0.18506196361497382,0.40682672007004833,0.78,2.659638467710465
500,112,4,spOcc,test,0.18506196361497382,0.3654637909126154,0.81,2.659638467710465
500,112,4,Unmarked,train,0.17646239196836103,0.40680708980621494,0.78,0.2414687229320407
500,112,4,Unmarked,test,0.17646239196836103,0.3644045747022089,0.81,0.2414687229320407
500,112,4,NumPyro,train,0.1807788745132452,0.4069586,0.7775,10.25736574223265
500,112,4,NumPyro,test,0.1807788745132452,0.36500406,0.81,10.25736574223265
500,112,5,spOcc,train,0.1364236852613998,0.40698006912919027,0.7625,2.1347395121119916
500,112,5,spOcc,test,0.1364236852613998,0.43469833759522486,0.7,2.1347395121119916
500,112,5,Unmarked,train,0.143186760418346,0.4069989121283086,0.7625,0.24502214416861534
500,112,5,Unmarked,test,0.143186760418346,0.435103142083763,0.7,0.24502214416861534
500,112,5,NumPyro,train,0.13276323963997178,0.40697348,0.76,9.961285196244717
500,112,5,NumPyro,test,0.13276323963997178,0.43440747,0.71,9.961285196244717
500,112,6,spOcc,train,0.29225538660134576,0.3482110602824424,0.83,3.253813636954874
